Time, ProductionCenter, WorkersCount, BufferCount
641.0, Производственный  центр №3, 0, 182
641.0, Производственный  центр №4, 1, 46
641.0, Производственный  центр №5, 0, 182
642.0, Производственный  центр №1, 1, 41
642.0, Производственный  центр №2, 1, 46
642.0, Производственный  центр №3, 0, 182
642.0, Производственный  центр №4, 1, 45
642.0, Производственный  центр №5, 0, 183
643.0, Производственный  центр №1, 1, 40
643.0, Производственный  центр №2, 1, 46
643.0, Производственный  центр №3, 0, 183
643.0, Производственный  центр №4, 1, 45
643.0, Производственный  центр №5, 0, 183
644.0, Производственный  центр №1, 1, 40
644.0, Производственный  центр №2, 1, 46
644.0, Производственный  центр №3, 0, 183
644.0, Производственный  центр №4, 1, 44
644.0, Производственный  центр №5, 0, 184
645.0, Производственный  центр №1, 1, 39
645.0, Производственный  центр №2, 1, 46
645.0, Производственный  центр №3, 0, 183
645.0, Производственный  центр №4, 1, 44
645.0, Производственный  центр №5, 0, 185
646.0, Производственный  центр №1, 1, 39
646.0, Производственный  центр №2, 1, 46
646.0, Производственный  центр №3, 0, 183
646.0, Производственный  центр №4, 1, 44
646.0, Производственный  центр №5, 0, 185
647.0, Производственный  центр №1, 1, 38
647.0, Производственный  центр №2, 1, 46
647.0, Производственный  центр №3, 0, 184
647.0, Производственный  центр №4, 1, 43
647.0, Производственный  центр №5, 0, 186
648.0, Производственный  центр №1, 1, 38
648.0, Производственный  центр №2, 1, 46
648.0, Производственный  центр №3, 0, 184
648.0, Производственный  центр №4, 1, 42
648.0, Производственный  центр №5, 0, 187
649.0, Производственный  центр №1, 1, 38
649.0, Производственный  центр №2, 1, 46
649.0, Производственный  центр №3, 0, 184
649.0, Производственный  центр №4, 1, 42
649.0, Производственный  центр №5, 0, 187
650.0, Производственный  центр №1, 1, 37
650.0, Производственный  центр №2, 1, 45
650.0, Производственный  центр №3, 0, 185
650.0, Производственный  центр №4, 1, 42
650.0, Производственный  центр №5, 0, 188
651.0, Производственный  центр №1, 1, 37
651.0, Производственный  центр №2, 1, 45
651.0, Производственный  центр №3, 0, 185
651.0, Производственный  центр №4, 1, 41
651.0, Производственный  центр №5, 0, 189
652.0, Производственный  центр №1, 1, 36
652.0, Производственный  центр №2, 1, 46
652.0, Производственный  центр №3, 0, 185
652.0, Производственный  центр №4, 1, 41
652.0, Производственный  центр №5, 0, 189
653.0, Производственный  центр №1, 1, 36
653.0, Производственный  центр №2, 1, 46
653.0, Производственный  центр №3, 0, 185
653.0, Производственный  центр №4, 1, 40
653.0, Производственный  центр №5, 0, 190
654.0, Производственный  центр №1, 1, 35
654.0, Производственный  центр №2, 1, 45
654.0, Производственный  центр №3, 0, 186
654.0, Производственный  центр №4, 1, 40
654.0, Производственный  центр №5, 0, 191
655.0, Производственный  центр №1, 1, 35
655.0, Производственный  центр №2, 1, 45
655.0, Производственный  центр №3, 0, 186
655.0, Производственный  центр №4, 1, 40
655.0, Производственный  центр №5, 0, 191
656.0, Производственный  центр №1, 1, 34
656.0, Производственный  центр №2, 1, 46
656.0, Производственный  центр №3, 0, 186
656.0, Производственный  центр №4, 1, 39
656.0, Производственный  центр №5, 0, 192
657.0, Производственный  центр №1, 1, 34
657.0, Производственный  центр №2, 1, 45
657.0, Производственный  центр №3, 0, 187
657.0, Производственный  центр №4, 1, 38
657.0, Производственный  центр №5, 0, 193
658.0, Производственный  центр №1, 1, 33
658.0, Производственный  центр №2, 1, 45
658.0, Производственный  центр №3, 0, 187
658.0, Производственный  центр №4, 1, 39
658.0, Производственный  центр №5, 0, 193
659.0, Производственный  центр №1, 1, 33
659.0, Производственный  центр №2, 1, 45
659.0, Производственный  центр №3, 0, 187
659.0, Производственный  центр №4, 1, 38
659.0, Производственный  центр №5, 0, 194
660.0, Производственный  центр №1, 1, 33
660.0, Производственный  центр №2, 1, 45
660.0, Производственный  центр №3, 0, 187
660.0, Производственный  центр №4, 1, 37
660.0, Производственный  центр №5, 0, 195
661.0, Производственный  центр №1, 1, 32
661.0, Производственный  центр №2, 1, 45
661.0, Производственный  центр №3, 0, 188
661.0, Производственный  центр №4, 1, 37
661.0, Производственный  центр №5, 0, 195
662.0, Производственный  центр №1, 1, 32
662.0, Производственный  центр №2, 1, 45
662.0, Производственный  центр №3, 0, 188
662.0, Производственный  центр №4, 1, 36
662.0, Производственный  центр №5, 0, 196
663.0, Производственный  центр №1, 1, 31
663.0, Производственный  центр №2, 1, 45
663.0, Производственный  центр №3, 0, 188
663.0, Производственный  центр №4, 1, 36
663.0, Производственный  центр №5, 0, 197
664.0, Производственный  центр №1, 1, 31
664.0, Производственный  центр №2, 1, 44
664.0, Производственный  центр №3, 0, 189
664.0, Производственный  центр №4, 1, 36
664.0, Производственный  центр №5, 0, 197
665.0, Производственный  центр №1, 1, 30
665.0, Производственный  центр №2, 1, 45
665.0, Производственный  центр №3, 0, 189
665.0, Производственный  центр №4, 1, 35
665.0, Производственный  центр №5, 0, 198
666.0, Производственный  центр №1, 1, 30
666.0, Производственный  центр №2, 1, 45
666.0, Производственный  центр №3, 0, 189
666.0, Производственный  центр №4, 1, 34
666.0, Производственный  центр №5, 0, 199
667.0, Производственный  центр №1, 1, 29
667.0, Производственный  центр №2, 1, 45
667.0, Производственный  центр №3, 0, 189
667.0, Производственный  центр №4, 1, 35
667.0, Производственный  центр №5, 0, 199
668.0, Производственный  центр №1, 1, 29
668.0, Производственный  центр №2, 1, 44
668.0, Производственный  центр №3, 0, 190
668.0, Производственный  центр №4, 1, 34
668.0, Производственный  центр №5, 0, 200
669.0, Производственный  центр №1, 1, 28
669.0, Производственный  центр №2, 1, 45
669.0, Производственный  центр №3, 0, 190
669.0, Производственный  центр №4, 1, 33
669.0, Производственный  центр №5, 0, 201
670.0, Производственный  центр №1, 1, 28
670.0, Производственный  центр №2, 1, 45
670.0, Производственный  центр №3, 0, 190
670.0, Производственный  центр №4, 1, 33
670.0, Производственный  центр №5, 0, 201
671.0, Производственный  центр №1, 1, 28
671.0, Производственный  центр №2, 1, 44
671.0, Производственный  центр №3, 0, 191
671.0, Производственный  центр №4, 1, 32
671.0, Производственный  центр №5, 0, 202
672.0, Производственный  центр №1, 1, 27
672.0, Производственный  центр №2, 1, 44
672.0, Производственный  центр №3, 0, 191
672.0, Производственный  центр №4, 1, 32
672.0, Производственный  центр №5, 0, 203
673.0, Производственный  центр №1, 1, 27
673.0, Производственный  центр №2, 1, 44
673.0, Производственный  центр №3, 0, 191
673.0, Производственный  центр №4, 1, 32
673.0, Производственный  центр №5, 0, 203
674.0, Производственный  центр №1, 1, 26
674.0, Производственный  центр №2, 1, 45
674.0, Производственный  центр №3, 0, 191
674.0, Производственный  центр №4, 1, 31
674.0, Производственный  центр №5, 0, 204
675.0, Производственный  центр №1, 1, 26
675.0, Производственный  центр №2, 1, 44
675.0, Производственный  центр №3, 0, 192
675.0, Производственный  центр №4, 1, 30
675.0, Производственный  центр №5, 0, 205
676.0, Производственный  центр №1, 1, 25
676.0, Производственный  центр №2, 1, 44
676.0, Производственный  центр №3, 0, 192
676.0, Производственный  центр №4, 1, 31
676.0, Производственный  центр №5, 0, 205
677.0, Производственный  центр №1, 1, 25
677.0, Производственный  центр №2, 1, 44
677.0, Производственный  центр №3, 0, 192
677.0, Производственный  центр №4, 1, 30
677.0, Производственный  центр №5, 0, 206
678.0, Производственный  центр №1, 1, 24
678.0, Производственный  центр №2, 1, 44
678.0, Производственный  центр №3, 0, 193
678.0, Производственный  центр №4, 1, 29
678.0, Производственный  центр №5, 0, 207
679.0, Производственный  центр №1, 1, 24
679.0, Производственный  центр №2, 1, 44
679.0, Производственный  центр №3, 0, 193
679.0, Производственный  центр №4, 1, 29
679.0, Производственный  центр №5, 0, 207
680.0, Производственный  центр №1, 1, 23
680.0, Производственный  центр №2, 1, 44
680.0, Производственный  центр №3, 0, 193
680.0, Производственный  центр №4, 1, 29
680.0, Производственный  центр №5, 0, 208
681.0, Производственный  центр №1, 1, 23
681.0, Производственный  центр №2, 1, 44
681.0, Производственный  центр №3, 0, 193
681.0, Производственный  центр №4, 1, 28
681.0, Производственный  центр №5, 0, 209
682.0, Производственный  центр №1, 1, 23
682.0, Производственный  центр №2, 1, 43
682.0, Производственный  центр №3, 0, 194
682.0, Производственный  центр №4, 1, 28
682.0, Производственный  центр №5, 0, 209
683.0, Производственный  центр №1, 1, 22
683.0, Производственный  центр №2, 1, 44
683.0, Производственный  центр №3, 0, 194
683.0, Производственный  центр №4, 1, 27
683.0, Производственный  центр №5, 0, 210
684.0, Производственный  центр №1, 1, 22
684.0, Производственный  центр №2, 1, 44
684.0, Производственный  центр №3, 0, 194
684.0, Производственный  центр №4, 1, 26
684.0, Производственный  центр №5, 0, 211
685.0, Производственный  центр №1, 1, 21
685.0, Производственный  центр №2, 1, 43
685.0, Производственный  центр №3, 0, 195
685.0, Производственный  центр №4, 1, 27
685.0, Производственный  центр №5, 0, 211
686.0, Производственный  центр №1, 1, 21
686.0, Производственный  центр №2, 1, 43
686.0, Производственный  центр №3, 0, 195
686.0, Производственный  центр №4, 1, 26
686.0, Производственный  центр №5, 0, 212
687.0, Производственный  центр №1, 1, 20
687.0, Производственный  центр №2, 1, 44
687.0, Производственный  центр №3, 0, 195
687.0, Производственный  центр №4, 1, 25
687.0, Производственный  центр №5, 0, 213
688.0, Производственный  центр №1, 1, 20
688.0, Производственный  центр №2, 1, 44
688.0, Производственный  центр №3, 0, 195
688.0, Производственный  центр №4, 1, 25
688.0, Производственный  центр №5, 0, 213
689.0, Производственный  центр №1, 1, 19
689.0, Производственный  центр №2, 1, 43
689.0, Производственный  центр №3, 0, 196
689.0, Производственный  центр №4, 1, 25
689.0, Производственный  центр №5, 0, 214
690.0, Производственный  центр №1, 1, 19
690.0, Производственный  центр №2, 1, 43
690.0, Производственный  центр №3, 0, 196
690.0, Производственный  центр №4, 1, 24
690.0, Производственный  центр №5, 0, 215
691.0, Производственный  центр №1, 1, 18
691.0, Производственный  центр №2, 1, 44
691.0, Производственный  центр №3, 0, 196
691.0, Производственный  центр №4, 1, 24
691.0, Производственный  центр №5, 0, 215
692.0, Производственный  центр №1, 1, 18
692.0, Производственный  центр №2, 1, 43
692.0, Производственный  центр №3, 0, 197
692.0, Производственный  центр №4, 1, 23
692.0, Производственный  центр №5, 0, 216
693.0, Производственный  центр №1, 1, 18
693.0, Производственный  центр №2, 1, 43
693.0, Производственный  центр №3, 0, 197
693.0, Производственный  центр №4, 1, 22
693.0, Производственный  центр №5, 0, 217
694.0, Производственный  центр №1, 1, 17
694.0, Производственный  центр №2, 1, 43
694.0, Производственный  центр №3, 0, 197
694.0, Производственный  центр №4, 1, 23
694.0, Производственный  центр №5, 0, 217
695.0, Производственный  центр №1, 1, 17
695.0, Производственный  центр №2, 1, 43
695.0, Производственный  центр №3, 0, 197
695.0, Производственный  центр №4, 1, 22
695.0, Производственный  центр №5, 0, 218
696.0, Производственный  центр №1, 1, 16
696.0, Производственный  центр №2, 1, 43
696.0, Производственный  центр №3, 0, 198
696.0, Производственный  центр №4, 1, 21
696.0, Производственный  центр №5, 0, 219
697.0, Производственный  центр №1, 1, 16
697.0, Производственный  центр №2, 1, 43
697.0, Производственный  центр №3, 0, 198
697.0, Производственный  центр №4, 1, 21
697.0, Производственный  центр №5, 0, 219
698.0, Производственный  центр №1, 1, 15
698.0, Производственный  центр №2, 1, 43
698.0, Производственный  центр №3, 0, 198
698.0, Производственный  центр №4, 1, 21
698.0, Производственный  центр №5, 0, 220
699.0, Производственный  центр №1, 1, 15
699.0, Производственный  центр №2, 1, 42
699.0, Производственный  центр №3, 0, 199
699.0, Производственный  центр №4, 1, 20
699.0, Производственный  центр №5, 0, 221
700.0, Производственный  центр №1, 1, 14
700.0, Производственный  центр №2, 1, 43
700.0, Производственный  центр №3, 0, 199
700.0, Производственный  центр №4, 1, 20
700.0, Производственный  центр №5, 0, 221
701.0, Производственный  центр №1, 1, 14
701.0, Производственный  центр №2, 1, 43
701.0, Производственный  центр №3, 0, 199
701.0, Производственный  центр №4, 1, 19
701.0, Производственный  центр №5, 0, 222
702.0, Производственный  центр №1, 1, 13
702.0, Производственный  центр №2, 1, 43
702.0, Производственный  центр №3, 0, 199
702.0, Производственный  центр №4, 1, 19
702.0, Производственный  центр №5, 0, 223
703.0, Производственный  центр №1, 1, 13
703.0, Производственный  центр №2, 1, 42
703.0, Производственный  центр №3, 0, 200
703.0, Производственный  центр №4, 1, 19
703.0, Производственный  центр №5, 0, 223
704.0, Производственный  центр №1, 1, 13
704.0, Производственный  центр №2, 1, 42
704.0, Производственный  центр №3, 0, 200
704.0, Производственный  центр №4, 1, 18
704.0, Производственный  центр №5, 0, 224
705.0, Производственный  центр №1, 1, 12
705.0, Производственный  центр №2, 1, 43
705.0, Производственный  центр №3, 0, 200
705.0, Производственный  центр №4, 1, 17
705.0, Производственный  центр №5, 0, 225
706.0, Производственный  центр №1, 1, 12
706.0, Производственный  центр №2, 1, 42
706.0, Производственный  центр №3, 0, 201
706.0, Производственный  центр №4, 1, 17
706.0, Производственный  центр №5, 0, 225
707.0, Производственный  центр №1, 1, 11
707.0, Производственный  центр №2, 1, 42
707.0, Производственный  центр №3, 0, 201
707.0, Производственный  центр №4, 1, 17
707.0, Производственный  центр №5, 0, 226
708.0, Производственный  центр №1, 1, 11
708.0, Производственный  центр №2, 1, 42
708.0, Производственный  центр №3, 0, 201
708.0, Производственный  центр №4, 1, 16
708.0, Производственный  центр №5, 0, 227
709.0, Производственный  центр №1, 1, 10
709.0, Производственный  центр №2, 1, 43
709.0, Производственный  центр №3, 0, 201
709.0, Производственный  центр №4, 1, 16
709.0, Производственный  центр №5, 0, 227
710.0, Производственный  центр №1, 1, 10
710.0, Производственный  центр №2, 1, 42
710.0, Производственный  центр №3, 0, 202
710.0, Производственный  центр №4, 1, 15
710.0, Производственный  центр №5, 0, 228
711.0, Производственный  центр №1, 1, 9
711.0, Производственный  центр №2, 1, 42
711.0, Производственный  центр №3, 0, 202
711.0, Производственный  центр №4, 1, 15
711.0, Производственный  центр №5, 0, 229
712.0, Производственный  центр №1, 1, 9
712.0, Производственный  центр №2, 1, 42
712.0, Производственный  центр №3, 0, 202
712.0, Производственный  центр №4, 1, 15
712.0, Производственный  центр №5, 0, 229
713.0, Производственный  центр №1, 1, 8
713.0, Производственный  центр №2, 1, 42
713.0, Производственный  центр №3, 0, 203
713.0, Производственный  центр №4, 1, 14
713.0, Производственный  центр №5, 0, 230
714.0, Производственный  центр №1, 1, 8
714.0, Производственный  центр №2, 1, 42
714.0, Производственный  центр №3, 0, 203
714.0, Производственный  центр №4, 1, 13
714.0, Производственный  центр №5, 0, 231
715.0, Производственный  центр №1, 1, 8
715.0, Производственный  центр №2, 1, 42
715.0, Производственный  центр №3, 0, 203
715.0, Производственный  центр №4, 1, 13
715.0, Производственный  центр №5, 0, 231
716.0, Производственный  центр №1, 1, 7
716.0, Производственный  центр №2, 1, 42
716.0, Производственный  центр №3, 0, 203
716.0, Производственный  центр №4, 1, 13
716.0, Производственный  центр №5, 0, 232
717.0, Производственный  центр №1, 1, 7
717.0, Производственный  центр №2, 1, 41
717.0, Производственный  центр №3, 0, 204
717.0, Производственный  центр №4, 1, 12
717.0, Производственный  центр №5, 0, 233
718.0, Производственный  центр №1, 1, 6
718.0, Производственный  центр №2, 1, 42
718.0, Производственный  центр №3, 0, 204
718.0, Производственный  центр №4, 1, 12
718.0, Производственный  центр №5, 0, 233
719.0, Производственный  центр №1, 1, 6
719.0, Производственный  центр №2, 1, 42
719.0, Производственный  центр №3, 0, 204
719.0, Производственный  центр №4, 1, 11
719.0, Производственный  центр №5, 0, 234
720.0, Производственный  центр №1, 1, 5
720.0, Производственный  центр №2, 1, 41
720.0, Производственный  центр №3, 0, 205
720.0, Производственный  центр №4, 1, 11
720.0, Производственный  центр №5, 0, 235
721.0, Производственный  центр №1, 1, 5
721.0, Производственный  центр №2, 1, 41
721.0, Производственный  центр №3, 0, 205
721.0, Производственный  центр №4, 1, 11
721.0, Производственный  центр №5, 0, 235
722.0, Производственный  центр №1, 1, 4
722.0, Производственный  центр №2, 1, 42
722.0, Производственный  центр №3, 0, 205
722.0, Производственный  центр №4, 1, 10
722.0, Производственный  центр №5, 0, 236
723.0, Производственный  центр №1, 1, 4
723.0, Производственный  центр №2, 1, 42
723.0, Производственный  центр №3, 0, 205
723.0, Производственный  центр №4, 1, 9
723.0, Производственный  центр №5, 0, 237
724.0, Производственный  центр №1, 1, 3
724.0, Производственный  центр №2, 1, 41
724.0, Производственный  центр №3, 0, 206
724.0, Производственный  центр №4, 1, 10
724.0, Производственный  центр №5, 0, 237
725.0, Производственный  центр №1, 1, 3
725.0, Производственный  центр №2, 1, 41
725.0, Производственный  центр №3, 0, 206
725.0, Производственный  центр №4, 1, 9
725.0, Производственный  центр №5, 0, 238
726.0, Производственный  центр №1, 1, 3
726.0, Производственный  центр №2, 1, 41
726.0, Производственный  центр №3, 0, 206
726.0, Производственный  центр №4, 1, 8
726.0, Производственный  центр №5, 0, 239
727.0, Производственный  центр №1, 1, 2
727.0, Производственный  центр №2, 1, 41
727.0, Производственный  центр №3, 0, 207
727.0, Производственный  центр №4, 1, 8
727.0, Производственный  центр №5, 0, 239
728.0, Производственный  центр №1, 1, 2
728.0, Производственный  центр №2, 1, 41
728.0, Производственный  центр №3, 0, 207
728.0, Производственный  центр №4, 1, 7
728.0, Производственный  центр №5, 0, 240
729.0, Производственный  центр №1, 1, 1
729.0, Производственный  центр №2, 1, 41
729.0, Производственный  центр №3, 0, 207
729.0, Производственный  центр №4, 1, 7
729.0, Производственный  центр №5, 0, 241
730.0, Производственный  центр №1, 1, 1
730.0, Производственный  центр №2, 1, 41
730.0, Производственный  центр №3, 0, 207
730.0, Производственный  центр №4, 1, 7
730.0, Производственный  центр №5, 0, 241
731.0, Производственный  центр №1, 1, 0
731.0, Производственный  центр №2, 1, 41
731.0, Производственный  центр №3, 0, 208
731.0, Производственный  центр №4, 1, 6
731.0, Производственный  центр №5, 0, 242
732.0, Производственный  центр №1, 1, 0
732.0, Производственный  центр №2, 1, 41
732.0, Производственный  центр №3, 0, 208
732.0, Производственный  центр №4, 1, 5
732.0, Производственный  центр №5, 0, 243
733.0, Производственный  центр №1, 0, 0
733.0, Производственный  центр №2, 1, 41
733.0, Производственный  центр №3, 1, 207
733.0, Производственный  центр №4, 1, 6
733.0, Производственный  центр №5, 0, 243
734.0, Производственный  центр №1, 0, 0
734.0, Производственный  центр №2, 1, 40
734.0, Производственный  центр №3, 1, 208
734.0, Производственный  центр №4, 1, 5
734.0, Производственный  центр №5, 0, 244
735.0, Производственный  центр №1, 0, 0
735.0, Производственный  центр №2, 1, 40
735.0, Производственный  центр №3, 1, 208
735.0, Производственный  центр №4, 1, 4
735.0, Производственный  центр №5, 0, 245
736.0, Производственный  центр №1, 0, 0
736.0, Производственный  центр №2, 1, 40
736.0, Производственный  центр №3, 1, 207
736.0, Производственный  центр №4, 1, 4
736.0, Производственный  центр №5, 0, 246
737.0, Производственный  центр №1, 0, 0
737.0, Производственный  центр №2, 1, 40
737.0, Производственный  центр №3, 1, 207
737.0, Производственный  центр №4, 1, 3
737.0, Производственный  центр №5, 0, 247
738.0, Производственный  центр №1, 0, 0
738.0, Производственный  центр №2, 1, 39
738.0, Производственный  центр №3, 1, 208
738.0, Производственный  центр №4, 1, 2
738.0, Производственный  центр №5, 0, 248
739.0, Производственный  центр №1, 0, 0
739.0, Производственный  центр №2, 1, 39
739.0, Производственный  центр №3, 1, 207
739.0, Производственный  центр №4, 1, 2
739.0, Производственный  центр №5, 0, 249
740.0, Производственный  центр №1, 0, 0
740.0, Производственный  центр №2, 1, 39
740.0, Производственный  центр №3, 1, 207
740.0, Производственный  центр №4, 1, 1
740.0, Производственный  центр №5, 0, 250
741.0, Производственный  центр №1, 0, 0
741.0, Производственный  центр №2, 1, 38
741.0, Производственный  центр №3, 1, 208
741.0, Производственный  центр №4, 1, 0
741.0, Производственный  центр №5, 0, 251
742.0, Производственный  центр №1, 0, 0
742.0, Производственный  центр №2, 1, 38
742.0, Производственный  центр №3, 1, 207
742.0, Производственный  центр №4, 1, 0
742.0, Производственный  центр №5, 0, 252
743.0, Производственный  центр №1, 0, 0
743.0, Производственный  центр №2, 1, 38
743.0, Производственный  центр №3, 1, 207
743.0, Производственный  центр №4, 0, 0
743.0, Производственный  центр №5, 1, 252
744.0, Производственный  центр №1, 0, 0
744.0, Производственный  центр №2, 1, 38
744.0, Производственный  центр №3, 1, 207
744.0, Производственный  центр №4, 0, 0
744.0, Производственный  центр №5, 1, 251
745.0, Производственный  центр №1, 0, 0
745.0, Производственный  центр №2, 1, 37
745.0, Производственный  центр №3, 1, 207
745.0, Производственный  центр №4, 0, 0
745.0, Производственный  центр №5, 1, 251
746.0, Производственный  центр №1, 0, 0
746.0, Производственный  центр №2, 1, 37
746.0, Производственный  центр №3, 1, 207
746.0, Производственный  центр №4, 0, 0
746.0, Производственный  центр №5, 1, 250
747.0, Производственный  центр №1, 0, 0
747.0, Производственный  центр №2, 1, 37
747.0, Производственный  центр №3, 1, 207
747.0, Производственный  центр №4, 0, 0
747.0, Производственный  центр №5, 1, 249
748.0, Производственный  центр №1, 0, 0
748.0, Производственный  центр №2, 1, 36
748.0, Производственный  центр №3, 1, 207
748.0, Производственный  центр №4, 0, 0
748.0, Производственный  центр №5, 1, 249
749.0, Производственный  центр №1, 0, 0
749.0, Производственный  центр №2, 1, 36
749.0, Производственный  центр №3, 1, 207
749.0, Производственный  центр №4, 0, 0
749.0, Производственный  центр №5, 1, 248
750.0, Производственный  центр №1, 0, 0
750.0, Производственный  центр №2, 1, 36
750.0, Производственный  центр №3, 1, 207
750.0, Производственный  центр №4, 0, 0
750.0, Производственный  центр №5, 1, 247
751.0, Производственный  центр №1, 0, 0
751.0, Производственный  центр №2, 1, 36
751.0, Производственный  центр №3, 1, 206
751.0, Производственный  центр №4, 0, 0
751.0, Производственный  центр №5, 1, 247
752.0, Производственный  центр №1, 0, 0
752.0, Производственный  центр №2, 1, 35
752.0, Производственный  центр №3, 1, 207
752.0, Производственный  центр №4, 0, 0
752.0, Производственный  центр №5, 1, 246
753.0, Производственный  центр №1, 0, 0
753.0, Производственный  центр №2, 1, 35
753.0, Производственный  центр №3, 1, 207
753.0, Производственный  центр №4, 0, 0
753.0, Производственный  центр №5, 1, 245
754.0, Производственный  центр №1, 0, 0
754.0, Производственный  центр №2, 1, 35
754.0, Производственный  центр №3, 1, 206
754.0, Производственный  центр №4, 0, 0
754.0, Производственный  центр №5, 1, 245
755.0, Производственный  центр №1, 0, 0
755.0, Производственный  центр №2, 1, 34
755.0, Производственный  центр №3, 1, 207
755.0, Производственный  центр №4, 0, 0
755.0, Производственный  центр №5, 1, 244
756.0, Производственный  центр №1, 0, 0
756.0, Производственный  центр №2, 1, 34
756.0, Производственный  центр №3, 1, 207
756.0, Производственный  центр №4, 0, 0
756.0, Производственный  центр №5, 1, 243
757.0, Производственный  центр №1, 0, 0
757.0, Производственный  центр №2, 1, 34
757.0, Производственный  центр №3, 1, 206
757.0, Производственный  центр №4, 0, 0
757.0, Производственный  центр №5, 1, 243
758.0, Производственный  центр №1, 0, 0
758.0, Производственный  центр №2, 1, 34
758.0, Производственный  центр №3, 1, 206
758.0, Производственный  центр №4, 0, 0
758.0, Производственный  центр №5, 1, 242
759.0, Производственный  центр №1, 0, 0
759.0, Производственный  центр №2, 1, 33
759.0, Производственный  центр №3, 1, 207
759.0, Производственный  центр №4, 0, 0
759.0, Производственный  центр №5, 1, 241
760.0, Производственный  центр №1, 0, 0
760.0, Производственный  центр №2, 1, 33
760.0, Производственный  центр №3, 1, 206
760.0, Производственный  центр №4, 0, 0
760.0, Производственный  центр №5, 1, 241
761.0, Производственный  центр №1, 0, 0
761.0, Производственный  центр №2, 1, 33
761.0, Производственный  центр №3, 1, 206
761.0, Производственный  центр №4, 0, 0
761.0, Производственный  центр №5, 1, 240
762.0, Производственный  центр №1, 0, 0
762.0, Производственный  центр №2, 1, 32
762.0, Производственный  центр №3, 1, 207
762.0, Производственный  центр №4, 0, 0
762.0, Производственный  центр №5, 1, 239
763.0, Производственный  центр №1, 0, 0
763.0, Производственный  центр №2, 1, 32
763.0, Производственный  центр №3, 1, 206
763.0, Производственный  центр №4, 0, 0
763.0, Производственный  центр №5, 1, 239
764.0, Производственный  центр №1, 0, 0
764.0, Производственный  центр №2, 1, 32
764.0, Производственный  центр №3, 1, 206
764.0, Производственный  центр №4, 0, 0
764.0, Производственный  центр №5, 1, 238
765.0, Производственный  центр №1, 0, 0
765.0, Производственный  центр №2, 1, 32
765.0, Производственный  центр №3, 1, 206
765.0, Производственный  центр №4, 0, 0
765.0, Производственный  центр №5, 1, 237
766.0, Производственный  центр №1, 0, 0
766.0, Производственный  центр №2, 1, 31
766.0, Производственный  центр №3, 1, 206
766.0, Производственный  центр №4, 0, 0
766.0, Производственный  центр №5, 1, 237
767.0, Производственный  центр №1, 0, 0
767.0, Производственный  центр №2, 1, 31
767.0, Производственный  центр №3, 1, 206
767.0, Производственный  центр №4, 0, 0
767.0, Производственный  центр №5, 1, 236
768.0, Производственный  центр №1, 0, 0
768.0, Производственный  центр №2, 1, 31
768.0, Производственный  центр №3, 1, 206
768.0, Производственный  центр №4, 0, 0
768.0, Производственный  центр №5, 1, 235
769.0, Производственный  центр №1, 0, 0
769.0, Производственный  центр №2, 1, 30
769.0, Производственный  центр №3, 1, 206
769.0, Производственный  центр №4, 0, 0
769.0, Производственный  центр №5, 1, 235
770.0, Производственный  центр №1, 0, 0
770.0, Производственный  центр №2, 1, 30
770.0, Производственный  центр №3, 1, 206
770.0, Производственный  центр №4, 0, 0
770.0, Производственный  центр №5, 1, 234
771.0, Производственный  центр №1, 0, 0
771.0, Производственный  центр №2, 1, 30
771.0, Производственный  центр №3, 1, 206
771.0, Производственный  центр №4, 0, 0
771.0, Производственный  центр №5, 1, 233
772.0, Производственный  центр №1, 0, 0
772.0, Производственный  центр №2, 1, 30
772.0, Производственный  центр №3, 1, 205
772.0, Производственный  центр №4, 0, 0
772.0, Производственный  центр №5, 1, 233
773.0, Производственный  центр №1, 0, 0
773.0, Производственный  центр №2, 1, 29
773.0, Производственный  центр №3, 1, 206
773.0, Производственный  центр №4, 0, 0
773.0, Производственный  центр №5, 1, 232
774.0, Производственный  центр №1, 0, 0
774.0, Производственный  центр №2, 1, 29
774.0, Производственный  центр №3, 1, 206
774.0, Производственный  центр №4, 0, 0
774.0, Производственный  центр №5, 1, 231
775.0, Производственный  центр №1, 0, 0
775.0, Производственный  центр №2, 1, 29
775.0, Производственный  центр №3, 1, 205
775.0, Производственный  центр №4, 0, 0
775.0, Производственный  центр №5, 1, 231
776.0, Производственный  центр №1, 0, 0
776.0, Производственный  центр №2, 1, 28
776.0, Производственный  центр №3, 1, 206
776.0, Производственный  центр №4, 0, 0
776.0, Производственный  центр №5, 1, 230
777.0, Производственный  центр №1, 0, 0
777.0, Производственный  центр №2, 1, 28
777.0, Производственный  центр №3, 1, 206
777.0, Производственный  центр №4, 0, 0
777.0, Производственный  центр №5, 1, 229
778.0, Производственный  центр №1, 0, 0
778.0, Производственный  центр №2, 1, 28
778.0, Производственный  центр №3, 1, 205
778.0, Производственный  центр №4, 0, 0
778.0, Производственный  центр №5, 1, 229
779.0, Производственный  центр №1, 0, 0
779.0, Производственный  центр №2, 1, 28
779.0, Производственный  центр №3, 1, 205
779.0, Производственный  центр №4, 0, 0
779.0, Производственный  центр №5, 1, 228
780.0, Производственный  центр №1, 0, 0
780.0, Производственный  центр №2, 1, 27
780.0, Производственный  центр №3, 1, 206
780.0, Производственный  центр №4, 0, 0
780.0, Производственный  центр №5, 1, 227
